username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink,,,,,,
LisaSglobal,4/14/2018 14:04,1,1,Excited for # aacr2018 global # oncology lecture on “Cancer Preventionna d Early Dx in # LMICs”. Glad to see a good turnout and hope to see more of these topics in future years.https://twitter.com/NCIGlobalHealth/status/985148936792035329 …,,,# # #,9.85217E+17,https://twitter.com/LisaSglobal/status/985217294031826947,,,,,,
AlexandraSurcel,4/14/2018 14:04,1,0,Where is the password located for # AACR2018 WiFi? @ AACR,,@,#,9.85217E+17,https://twitter.com/AlexandraSurcel/status/985217275396591616,,,,,,
CancerWallonia,4/14/2018 14:04,1,0,"SATURDAY : Room S406 (Vista Ballroom) # AACR18 Methods to Evaluate the Immunologic Landscape of Tumors (1:00 p.m – 3:00 p.m) 1:40 p.m. Measuring effector and suppressor cellular responses and circulating proteins. Lisa H. Butterfield, Pittsburgh, PA",,,#,9.85217E+17,https://twitter.com/CancerWallonia/status/985217274809372673,,,,,,
CancerWallonia,4/14/2018 14:04,1,0,"SATURDAY : Room S406 (Vista Ballroom) # AACR18 Methods to Evaluate the Immunologic Landscape of Tumors (1:00 p.m – 3:00 p.m) 1:00 p.m. Immune contexture of tumor: Novel methods and novel paradigm. Jerome Galon, Paris, France",,,#,9.85217E+17,https://twitter.com/CancerWallonia/status/985217226843226113,,,,,,
CancerWallonia,4/14/2018 14:04,1,0,"SATURDAY : Room S102 # AACR18 Clinical Trial Design Part 3: Trials Utilizing Combination Therapies (1:00 p.m – 3:00 p.m) 2:30 p.m. Successful implementation of novel early-phase designs for combination therapies. Gina Petroni, Charlottesville, VA",,,#,9.85217E+17,https://twitter.com/CancerWallonia/status/985217137999478789,,,,,,
CancerWallonia,4/14/2018 14:03,1,0,"SATURDAY : Room S102 # AACR18 Clinical Trial Design Part 3: Trials Utilizing Combination Therapies (1:00 p.m – 3:00 p.m) 2:00 p.m. From the statistical bench to bedside: implementing proper designs in the ESMART... Xavier Paoletti, Paris, France",,,#,9.85217E+17,https://twitter.com/CancerWallonia/status/985217076930514944,,,,,,
OphiraG,4/14/2018 14:03,3,8,Dr Ben Anderson @ fredhutch opening remarks/chairs # AACR18 edu session on # globaloncologypic.twitter.com/hiI8oHR6BM,,@,# #,9.85217E+17,https://twitter.com/OphiraG/status/985217071448580096,,,,,,
HalioDx,4/14/2018 14:03,4,3,Jérôme Galon presentation on Immune contexture just started # AACR18 pic.twitter.com/y5ivz7U6Sw,,,#,9.85217E+17,https://twitter.com/HalioDx/status/985217061931634688,,,,,,
CancerWallonia,4/14/2018 14:03,1,0,"SATURDAY : Room S102 # AACR18 Clinical Trial Design Part 3: Trials Utilizing Combination Therapies (1:00 p.m – 3:00 p.m) 1:30 p.m. A Bayesian adaptive phase I/II design of cisplatin and cabazitaxel in prostate cancer with visceral metastasis. Mourad Tighiouart, Los Angeles, CA",,,#,9.85217E+17,https://twitter.com/CancerWallonia/status/985216954859507713,,,,,,
CancerWallonia,4/14/2018 14:03,1,0,"SATURDAY : Room S102 # AACR18 Clinical Trial Design Part 3: Trials Utilizing Combination Therapies (1:00 p.m – 3:00 p.m) 1:00 p.m. Introduction. Gina Petroni, Charlottesville, VA",,,#,9.85217E+17,https://twitter.com/CancerWallonia/status/985216906578857984,,,,,,
HemOncToday,4/14/2018 14:03,2,1,"ICYMI: # Chlamydia infection may double risk for # OvarianCancer, per @ theNCI study presented by Dr. Britton Trabert at # AACR18. Read more: https://goo.gl/Q4vb9e @ AACR pic.twitter.com/Mu2kVvG5cC",,@ @,# # #,9.85217E+17,https://twitter.com/HemOncToday/status/985216868301422592,,,,,,
drsam,4/14/2018 14:02,0,0,If only.pic.twitter.com/0fJI8WS3hA,,,,9.85217E+17,https://twitter.com/drsam/status/985216841596526592,,,,,,
CancerWallonia,4/14/2018 14:02,1,0,"SATURDAY : Room S100 (Grand Ballroom) # AACR18 Cancer Modeling in the CRISPR Age (1:00 p.m – 3:00 p.m) 2:30 p.m. CRISPR/Cas9-based precision medicine approaches in lung cancer research. Thales Papagiannakopoulos, New York, NY",,,#,9.85217E+17,https://twitter.com/CancerWallonia/status/985216821275086849,,,,,,
CancerWallonia,4/14/2018 14:02,1,0,"SATURDAY : Room S100 (Grand Ballroom) # AACR18 Cancer Modeling in the CRISPR Age (1:00 p.m – 3:00 p.m) 2:00 p.m. Engineering complex chromosomal rearrangements by in vivo and ex vivo somatic genome editing. Andrea Ventura, New York, NY",,,#,9.85217E+17,https://twitter.com/CancerWallonia/status/985216761787244544,,,,,,
CancerWallonia,4/14/2018 14:02,1,0,"SATURDAY : Room S100 (Grand Ballroom) # AACR18 Cancer Modeling in the CRISPR Age (1:00 p.m – 3:00 p.m) 1:30 p.m. CRISPR-based modeling of colorectal cancer in vivo and ex vivo. Lukas E. Dow, New York, NY",,,#,9.85217E+17,https://twitter.com/CancerWallonia/status/985216707961802752,,,,,,
CancerWallonia,4/14/2018 14:02,1,0,"SATURDAY : Room S100 (Grand Ballroom) # AACR18 Cancer Modeling in the CRISPR Age (1:00 p.m – 3:00 p.m) 1:00 p.m. CRISPR-based liver cancer modeling and gene therapy. Wen Xue, Worcester, MA",,,#,9.85217E+17,https://twitter.com/CancerWallonia/status/985216661887246336,,,,,,
TrevanLocke,4/14/2018 14:01,4,3,Session Chair Sara Hurvitz kicking off an important educational session on # biosimilars at # AACR18 pic.twitter.com/rGaU7NyJGo,,,# #,9.85217E+17,https://twitter.com/TrevanLocke/status/985216568866099200,,,,,,
CancerWallonia,4/14/2018 14:01,1,0,"SATURDAY : Room S504 # AACR18 Translational Control of Cancer (1:00 p.m – 3:00 p.m) 2:30 p.m. Translating translational control to the clinic in breast and ovarian cancer. Robert J. Schneider, New York, NY",,,#,9.85217E+17,https://twitter.com/CancerWallonia/status/985216551082176514,,,,,,
CancerWallonia,4/14/2018 14:01,1,0,"SATURDAY : Room S504 # AACR18 Translational Control of Cancer (1:00 p.m – 3:00 p.m) 2:00 p.m. Translating the cancer genome one codon at a time and its therapeutic implications. Davide Ruggero, San Francisco, CA",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985216450708299777,,,,,,
DefiniensLife,4/14/2018 14:01,3,4,"The Definiens Tissue Phenomics® Difference - Standardized Services - IO-Panel, this standardized immune-oncology solution includes 7 key biomarkers for faster turn-around time, and consistent, repeatable results. Learn More at # AACR18 Booth 1423. pic.twitter.com/NSBfCEqxP5",,,#,9.85216E+17,https://twitter.com/DefiniensLife/status/985216407720943618,,,,,,
CancerWallonia,4/14/2018 14:01,1,0,"SATURDAY : Room S504 # AACR18 Translational Control of Cancer (1:00 p.m – 3:00 p.m) 1:30 p.m. Targeted profiling of RNA translation for studying mTOR-dependent and-independent translational regulation. Jean J. Zhao, Boston, MA",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985216398883422208,,,,,,
PeerView,4/14/2018 14:00,7,9,Tweet your questions in advance to the # AACR18 # ImmunoOnc symposium on April 14 at 6:30 PM at the Hyatt Regency on Wacker! http://bit.ly/Cancer-18 # PeerView,,,# # #,9.85216E+17,https://twitter.com/PeerView/status/985216357225594881,,,,,,
CancerWallonia,4/14/2018 14:00,1,0,"SATURDAY : Room S504 # AACR18 Translational Control of Cancer (1:00 p.m – 3:00 p.m) 1:00 p.m. Translational control of cancer via the mRNA 5’-cap binding complex, eIF4F. Nahum Sonenberg, Montreal, QC, Canada",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985216342482702338,,,,,,
lysabee,4/14/2018 14:00,2,11,# AACR2018 honored to be a part of the scientist - survivor program,,,#,9.85216E+17,https://twitter.com/lysabee/status/985216329790689280,,,,,,
ResearchGermany,4/14/2018 14:00,3,2,The # RiG-team is looking forward to being back at # AACR18! You can find us and our experts at booth 3706 from Apr 15 – Apr 18. http://bit.ly/2GFLpnE @ dkfz @ DGUrologie @ Uniklinik_Fr @ DAADnewyork @ dfgnorthamerica @ Fraunhofer,,@ @ @ @ @ @,# #,9.85216E+17,https://twitter.com/ResearchGermany/status/985216282017574914,,,,,,
onco_pedia,4/14/2018 14:00,4,2,# AACR18: all these guys are driving crazy Starbucks Coffee employees on McComirck Place. In # asco annually happens the same.pic.twitter.com/L7XquxiIJ0,,,# #,9.85216E+17,https://twitter.com/onco_pedia/status/985216271217319936,,,,,,
BioRadAbs,4/14/2018 14:00,2,2,Solve 2 # westernblotting problems with 1 # TidyBlot vial. Learn more by visiting Bio-Rad at Booth #1031 # AACR18 http://ow.ly/pWhD30jrVB1 pic.twitter.com/FUJkIqKu8B,,,# # #1031 #,9.85216E+17,https://twitter.com/BioRadAbs/status/985216260878360576,,,,,,
ACIR_org,4/14/2018 14:00,0,0,# AACR2018 See you tomorrow in the Pavilion at P3! Discover how to stay up to date in the fast moving field of # cancer # immunotherapy. Our newsletter is here to help!pic.twitter.com/OPeR4lhVmh,,,# # #,9.85216E+17,https://twitter.com/ACIR_org/status/985216256738504704,,,,,,
CancerWallonia,4/14/2018 14:00,0,0,"SATURDAY : N Hall C # AACR18 Predictors and Mechanisms of Success or Failure of Immunotherapy (1:00 p.m – 3:00 p.m) 2:20 p.m. Molecular approaches to predicting the efficacy of immune-based therapy. Jason J. Luke, Chicago, IL",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985216254519767043,,,,,,
CancerWallonia,4/14/2018 14:00,1,0,"SATURDAY : N Hall C # AACR18 Predictors and Mechanisms of Success or Failure of Immunotherapy (1:00 p.m – 3:00 p.m) 1:40 p.m. The quantification of T-cell responses to mutation associated neoantigens (MANA). Drew M. Pardoll, Baltimore, MD",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985216208558526464,,,,,,
CancerWallonia,4/14/2018 14:00,1,0,"SATURDAY : N Hall C # AACR18 Predictors and Mechanisms of Success or Failure of Immunotherapy (1:00 p.m – 3:00 p.m) 1:00 p.m. PD-L1 expression and its uncertain future as a predictor of immunotherapy response. Charles G. Drake, New York, NY",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985216153202184192,,,,,,
MGHCancerCenter,4/14/2018 14:00,2,1,"At 3:15, a session on Single-Cell Analysis of the Cancer Epigenome and Transcriptome will be taking place in room S106. Our own Dr. Mario Suva will be the chairperson for this session, and will also be starting off the session with a discussion # AACR18",,,#,9.85216E+17,https://twitter.com/MGHCancerCenter/status/985216119383429121,,,,,,
genentech,4/14/2018 14:00,152,393,"What do cancer, Alzheimer's and cardiovascular disease have in common? They're all influenced by the immune system. Learn more in S2E08 of our # podcast. # AACR18",,,# #,9.85216E+17,https://twitter.com/genentech/status/985216118431379466,,,,,,
JAMAOnc,4/14/2018 14:00,4,5,What is the reliability and potential utility of cfDNA testing in the clinical treatment of patients with metastatic # prostatecancer and the congruence of reported mutations in 2 independent platforms? Learn more: http://ja.ma/2EG9bhy # AACR18 # Oncologypic.twitter.com/eG51zhV6vv,,,# # #,9.85216E+17,https://twitter.com/JAMAOnc/status/985216117345017856,,,,,,
bmsnews,4/14/2018 14:00,9,14,"Analyzing # bigdata may be key to solving emerging challenges in # ImmunoOncology research. @ SaurabhSahaMD, head of Translational Medicine, shares more: https://one.bms.com/2EIS8ex # AACR18 pic.twitter.com/Sz0r993B7A",,@,# # #,9.85216E+17,https://twitter.com/bmsnews/status/985216114786488320,,,,,,
CharlesSwanton,4/14/2018 13:59,0,7,now this one is going to be the clash of the titans- can’t wait,,,,9.85216E+17,https://twitter.com/CharlesSwanton/status/985216061191704577,,,,,,
CancerWallonia,4/14/2018 13:59,1,0,"SATURDAY : Room N228 # AACR18 Opportunities in Drugging Protein-Protein Interactions Using Inhibitors and Degraders (1:00 p.m – 3:00 p.m) 2:30 p.m. The challenge of drugging protein-protein interactions...William N. Pappano, North Chicago, IL",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985216056133410817,,,,,,
CancerWallonia,4/14/2018 13:59,1,0,"SATURDAY : Room N228 # AACR18 Opportunities in Drugging Protein-Protein Interactions Using Inhibitors and Degraders (1:00 p.m – 3:00 p.m) 2:00 p.m. Discovery and optimization of novel, potent and orally bioavailable BCL6-BTB inhibitors. Methvin Isaac, Toronto, ON, Canada",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985215941226237952,,,,,,
CancerWallonia,4/14/2018 13:59,1,0,"SATURDAY : Room N228 # AACR18 Opportunities in Drugging Protein-Protein Interactions Using Inhibitors and Degraders (1:00 p.m – 3:00 p.m) 1:30 p.m. From PPI inhibition to targeted protein degradation: A journey with VHL ligands. Alessio Ciulli, Dundee, United Kingdom",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985215887048347652,,,,,,
CancerWallonia,4/14/2018 13:58,1,0,"SATURDAY : Room N228 # AACR18 Opportunities in Drugging Protein-Protein Interactions Using Inhibitors and Degraders (1:00 p.m – 3:00 p.m) 1:00 p.m. Chemically induced degradation of the oncogenic transcription factor BCL6. Manfred Koegl, Vienna, Austria",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985215835261276161,,,,,,
CancerWallonia,4/14/2018 13:58,1,0,"SATURDAY : Room W190 # AACR18 NGS Methods for Tumor Detection and Response Prediction (1:00 p.m – 3:00 p.m) 2:30 p.m. The cancer genome’s influence on immunotherapy. Nadeem Riaz, New York, NY",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985215736380522498,,,,,,
CancerWallonia,4/14/2018 13:58,1,0,"SATURDAY : Room W190 # AACR18 NGS Methods for Tumor Detection and Response Prediction (1:00 p.m – 3:00 p.m) 2:00 p.m. Tracking minimal residual disease and cancer evolution in early-stage NSCLC. Charles Swanton, London, United Kingdom",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985215675168972801,,,,,,
MatLupien,4/14/2018 13:58,0,1,Hard to miss the row of green shirts from the podium. Thanks for running this morning # Runners4Research # AACR2018.,,,# #,9.85216E+17,https://twitter.com/MatLupien/status/985215658320367619,,,,,,
CancerWallonia,4/14/2018 13:58,1,1,"SATURDAY : Room W190 # AACR18 NGS Methods for Tumor Detection and Response Prediction (1:00 p.m – 3:00 p.m) 1:30 p.m. Early detection and characterization of cancer using noninvasive liquid biopsies. Victor E. Velculescu, Baltimore, MD",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985215622337449984,,,,,,
CancerWallonia,4/14/2018 13:57,1,0,"SATURDAY : Room W190 # AACR18 NGS Methods for Tumor Detection and Response Prediction (1:00 p.m – 3:00 p.m) 1:00 p.m. Solid tumor MRD detection using C+DNA. Aadel A. Chaudhuri, Stanford, CA",,,#,9.85216E+17,https://twitter.com/CancerWallonia/status/985215571389231104,,,,,,
CancerWallonia,4/14/2018 13:57,1,0,"SATURDAY : Room W196 # AACR18 New Insights into the Biology and Treatment of Virus-Associated Malignancies (1:00 p.m – 3:00 p.m) 2:30 p.m. Virus-directed T-cell therapies for virus-associated cancers. Catherine Bollard, Washington, DC",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985215476883173376,,,,,,
CancerWallonia,4/14/2018 13:57,1,0,"SATURDAY : Room W196 # AACR18 New Insights into the Biology and Treatment of Virus-Associated Malignancies (1:00 p.m – 3:00 p.m) 2:00 p.m. Immunotherapy for KSHV-associated and HIV-associated malignancies. Thomas S. Uldrick, Seattle, WA",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985215420318797824,,,,,,
CancerWallonia,4/14/2018 13:57,1,0,"SATURDAY : Room W196 # AACR18 New Insights into the Biology and Treatment of Virus-Associated Malignancies (1:00 p.m – 3:00 p.m) 1:30 p.m. Recent advances in the biology and management of EBV-associated lymphomas. Kieron Dunleavy, Washington, DC",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985215367898451968,,,,,,
CancerWallonia,4/14/2018 13:56,1,0,"SATURDAY : Room W196 # AACR18 New Insights into the Biology and Treatment of Virus-Associated Malignancies (1:00 p.m – 3:00 p.m) 1:00 p.m. Targeting HPV antigens by vaccination. Cornelia L. Trimble, Baltimore, MD",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985215320624455681,,,,,,
americkso,4/14/2018 13:56,0,1,Listening to latest advances in cancer research at # AACR2018 with @ MirttiTuomas @ RannikkoAntti!pic.twitter.com/iIHVzi1nZV,,@ @,#,9.85215E+17,https://twitter.com/americkso/status/985215267994308608,,,,,,
CancerWallonia,4/14/2018 13:56,1,0,"SATURDAY : Room N427 # AACR18 Hijacking the Epigenome in Cancer: Challenges and Opportunities (1:00 p.m – 3:00 p.m) 2:30 p.m. Epigenetic dysregulation and mutational partnerships in pediatric glioma. Jacek Majewski, Montreal, QC, Canada",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985215205985710080,,,,,,
CancerWallonia,4/14/2018 13:56,1,0,"SATURDAY : Room N427 # AACR18 Hijacking the Epigenome in Cancer: Challenges and Opportunities (1:00 p.m – 3:00 p.m) 2:00 p.m. Deregulation of H3K36 methylation pathways in cancer. Chao Lu, New York, NY",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985215145940013059,,,,,,
KimpleRandall,4/14/2018 13:56,1,6,Kimple Lab undergrad MM presenting her poster @ AACR pic.twitter.com/Ab6HX74dSL,,@,,9.85215E+17,https://twitter.com/KimpleRandall/status/985215141628260352,,,,,,
CancerWallonia,4/14/2018 13:55,1,0,"SATURDAY : Room N427 # AACR18 Hijacking the Epigenome in Cancer: Challenges and Opportunities (1:00 p.m – 3:00 p.m) 1:30 p.m. Subgroup-specific enhancer hijacking in medulloblastoma. Paul A. Northcott, Memphis, TN",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985215089602068485,,,,,,
CancerWallonia,4/14/2018 13:55,1,0,"SATURDAY : Room N427 # AACR18 Hijacking the Epigenome in Cancer: Challenges and Opportunities (1:00 p.m – 3:00 p.m) 1:02 p.m. Histone H3 variants and human cancer. Peter W. Lewis, Madison, WI",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985215032698032130,,,,,,
CancerWallonia,4/14/2018 13:55,1,1,"SATURDAY : Room N427 # AACR18 Hijacking the Epigenome in Cancer: Challenges and Opportunities (1:00 p.m – 3:00 p.m) 1:00 p.m. Introduction: Epigenetic-driven cancers: Challenges and opportunities. Nada Jabado, Montreal, QC, Canada",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985214980193771521,,,,,,
CancerWallonia,4/14/2018 13:55,1,1,"SATURDAY : Room S402 # AACR18 Genetic, Epigenetic, and Cellular Context Driving Pediatric Brain Tumor Development (1:00 p.m – 3:00 p.m) 2:30 p.m. Leveraging chromatin states to pinpoint therapeutic targets in pediatric ependymoma. Stephen C. Mack, Houston, TX",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985214883087167488,,,,,,
AACR,4/14/2018 13:55,5,2,"Interested in learning more about planned giving? Join us on April 16 at 8 a.m. for an insightful breakfast session at McCormick Place, Room N231 to hear from members how they are giving back to the AACR. # AACR18 http://sm.aacr.org/s9Uj30iTRdT pic.twitter.com/8h9fdm37Eh",,,#,9.85215E+17,https://twitter.com/AACR/status/985214876812529664,,,,,,
lisaoleary524,4/14/2018 13:54,4,11,When you get to hang with one of your besties and kill the advocacy game - it’s a good day. # BTSM # AACR18 # AACRSSP18 @ adamhaydenpic.twitter.com/copnsdus1J,,@,# # #,9.85215E+17,https://twitter.com/lisaoleary524/status/985214836148785153,,,,,,
CancerWallonia,4/14/2018 13:54,0,0,"SATURDAY : Room S402 # AACR18 Genetic, Epigenetic, and Cellular Context Driving Pediatric Brain Tumor Development (1:00 p.m – 3:00 p.m) 2:00 p.m. Cell context and consequence of oncogenic histone mutations in pediatric gliomas. Suzanne J. Baker, Memphis, TN",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985214795304628225,,,,,,
CancerWallonia,4/14/2018 13:54,0,0,"SATURDAY : Room S402 # AACR18 Genetic, Epigenetic, and Cellular Context Driving Pediatric Brain Tumor Development (1:00 p.m – 3:00 p.m) 1:30 p.m. Uncovering context-dependent drivers in embryonal brain tumors using transposon modeling. David A. Largaespada, Minneapolis, MN",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985214737691627520,,,,,,
CancerWallonia,4/14/2018 13:54,0,0,"SATURDAY : Room S402 # AACR18 Genetic, Epigenetic, and Cellular Context Driving Pediatric Brain Tumor Development (1:00 p.m – 3:00 p.m) 1:00 p.m. Reinforcing vulnerable epigenetic states in rare embryonal pediatric brain tumors. Annie A. Huang, Toronto, ON, Canada",,,#,9.85215E+17,https://twitter.com/CancerWallonia/status/985214681047556097,,,,,,
NCIChanock,4/14/2018 13:54,3,4,Check out the schedule of DCEG presentations at # AACR18: https://dceg.cancer.gov/news-events/events/aacr2018 …,,,#,9.85215E+17,https://twitter.com/NCIChanock/status/985214608322498560,,,,,,
AlpineBV_Miller,4/14/2018 13:53,0,0,@ AACR projector in N Hall C on the far right side (as facing stage) is out of focus on the right edge. Just FYI.,,@,,9.85214E+17,https://twitter.com/AlpineBV_Miller/status/985214493360885761,,,,,,
CancerWallonia,4/14/2018 13:52,0,0,"SATURDAY : Room S103 # AACR18 From Chemistry to the Clinic: Part 2—Lead Optimization in Cancer Drug Discovery and Development, Multifactorial Optimization from Early Hits to Drug Candidates (1:00 p.m – 3:00 p.m) 2:30 p.m. Indoleamine-2,3-dioxygenase... Aaron Balog, Princeton, NJ",,,#,9.85214E+17,https://twitter.com/CancerWallonia/status/985214295112896513,,,,,,
CancerWallonia,4/14/2018 13:52,1,0,"SATURDAY : Room S103 # AACR18 From Chemistry to the Clinic: Part 2—Lead Optimization in Cancer Drug Discovery and Development, Multifactorial Optimization from Early Hits to Drug Candidates (1:00 p.m – 3:00 p.m) 2:00 p.m. Discovery of H3B-8800...Dominic J. Reynolds, Cambridge, MA",,,#,9.85214E+17,https://twitter.com/CancerWallonia/status/985214172169494528,,,,,,
CancerWallonia,4/14/2018 13:51,0,0,"SATURDAY : Room S103 # AACR18 From Chemistry to the Clinic: Part 2—Lead Optimization in Cancer Drug Discovery and Development, Multifactorial Optimization from Early Hits to Drug Candidates (1:00 p.m – 3:00 p.m) 1:30 p.m. Discovery of BLU-554... Chandra V. Miduturu, Cambridge, MA",,,#,9.85214E+17,https://twitter.com/CancerWallonia/status/985214023091310592,,,,,,
CancerWallonia,4/14/2018 13:51,0,0,"SATURDAY : Room S103 # AACR18 From Chemistry to the Clinic: Part 2—Lead Optimization in Cancer Drug Discovery and Development, Multifactorial Optimization from Early Hits to Drug Candidates (1:00 p.m – 3:00 p.m) 1:03 p.m. Discovery and evolution...Xiaojing Wang, San Francisco, CA",,,#,9.85214E+17,https://twitter.com/CancerWallonia/status/985213872918409216,,,,,,
abusindel,4/14/2018 13:50,0,0,# AACR18 pic.twitter.com/okzqvM3PFL,,,#,9.85214E+17,https://twitter.com/abusindel/status/985213739208232960,,,,,,
CancerWallonia,4/14/2018 13:49,0,0,"SATURDAY : Room S103 # AACR18 From Chemistry to the Clinic: Part 2—Lead Optimization in Cancer Drug Discovery and Development, Multifactorial Optimization from Early Hits to Drug Candidates (1:00 p.m – 3:00 p.m) 1:00 p.m. Introduction: Lead optimization..Philip Jones, Houston, TX",,,#,9.85214E+17,https://twitter.com/CancerWallonia/status/985213548065382401,,,,,,
djmarsh24,4/14/2018 13:48,1,2,Thank you @ EndoCancer and @ CharisEngMDPhD for a great first (for me) editorial board mtg and a generous and fun dinner!! Chicago is freezing cold but you guys were very warm!! # AACR2018,,@ @,#,9.85213E+17,https://twitter.com/djmarsh24/status/985213200974139392,,,,,,
CancerWallonia,4/14/2018 13:48,1,0,"SATURDAY : Room S404 # AACR18 Computational Methods for Characterizing Tumor Evolution (1:00 p.m – 3:00 p.m) 2:30 p.m. Timing landmark events in cancer evolution using molecular clocks. Peter J. Campbell, Cambridge, United Kingdom",,,#,9.85213E+17,https://twitter.com/CancerWallonia/status/985213143218614276,,,,,,
CancerWallonia,4/14/2018 13:47,1,0,"SATURDAY : Room S404 # AACR18 Computational Methods for Characterizing Tumor Evolution (1:00 p.m – 3:00 p.m) 2:00 p.m. Quantifying patient-specific evolutionary dynamics. Christina Curtis, Stanford, CA",,,#,9.85213E+17,https://twitter.com/CancerWallonia/status/985213071500218368,,,,,,
CancerWallonia,4/14/2018 13:47,1,0,"SATURDAY : Room S404 # AACR18 Computational Methods for Characterizing Tumor Evolution (1:00 p.m – 3:00 p.m) 1:30 p.m. Cancer evolution measured at single-cell resolution. Sohrab Shah, Vancouver, BC, Canada",,,#,9.85213E+17,https://twitter.com/CancerWallonia/status/985213010259206146,,,,,,
NeBanovich,4/14/2018 13:47,0,9,Heading to Chicago for # AACR2018. Goodbye summer hello winter. pic.twitter.com/FJadN6ypmp,,,#,9.85213E+17,https://twitter.com/NeBanovich/status/985212981209264128,,,,,,
CancerWallonia,4/14/2018 13:47,1,0,"SATURDAY : Room S404 # AACR18 Computational Methods for Characterizing Tumor Evolution (1:00 p.m – 3:00 p.m) 1:00 p.m. Phylogenetic inference of migration patterns in metastatic cancers. Benjamin J. Raphael, Princeton, NJ",,,#,9.85213E+17,https://twitter.com/CancerWallonia/status/985212953208279041,,,,,,
pscohen,4/14/2018 13:47,1,1,"# AACR18 Apparently, there’s almost no food available on the weekends at the convention center. Can AACr do something to convince the powers that be that this is not a sustainable option for future meetings? Hypoglycemic oncologists by the hundreds are not a pretty sight!",,,#,9.85213E+17,https://twitter.com/pscohen/status/985212882257313792,,,,,,
CancerWallonia,4/14/2018 13:47,1,0,"SATURDAY : Room S106 # AACR18 Cancer Prevention and Early Diagnosis in Low- and Middle-Income Countries (LMICs) (1:00 p.m – 3:00 p.m) 2:20 p.m. Resource-stratified guidelines and phased implementation: Where the rubber hits the road in LMICs. Benjamin O. Anderson, Seattle, WA",,,#,9.85213E+17,https://twitter.com/CancerWallonia/status/985212852632989697,,,,,,
CancerWallonia,4/14/2018 13:46,1,1,"SATURDAY : Room S106 # AACR18 Cancer Prevention and Early Diagnosis in Low- and Middle-Income Countries (LMICs) (1:00 p.m – 3:00 p.m) 1:50 p.m. Colorectal cancer early diagnosis in low- and middle-income countries. Katherine Van Loon, San Francisco, CA",,,#,9.85213E+17,https://twitter.com/CancerWallonia/status/985212725650493440,,,,,,
CancerWallonia,4/14/2018 13:46,1,1,"SATURDAY : Room S106 # AACR18 Cancer Prevention and Early Diagnosis in Low- and Middle-Income Countries (LMICs) (1:00 p.m – 3:00 p.m) 1:30 p.m. Cervical cancer prevention strategies for LMICs: How in the world do we do it? Ophira Ginsburg, New York, NY",,,#,9.85213E+17,https://twitter.com/CancerWallonia/status/985212662450737152,,,,,,
BShamloo,4/14/2018 13:46,4,5,# AACR18 The highest # CancerResearch quality accompanied by the lowest food and drink quantity :| PS: I’m in the middle of the lonepic.twitter.com/fsmKYA6cvf – bei McCormick Place,,,# #,9.85213E+17,https://twitter.com/BShamloo/status/985212611926089728,,,,,,
CancerWallonia,4/14/2018 13:46,1,0,"SATURDAY : Room S106 # AACR18 Cancer Prevention and Early Diagnosis in Low- and Middle-Income Countries (LMICs) (1:00 p.m – 3:00 p.m) 1:10 p.m. Cancer prevention and early diagnosis: Regional issues facing Latin America and the Caribbean. Silvana Luciani, Washington, DC",,,#,9.85213E+17,https://twitter.com/CancerWallonia/status/985212602304335872,,,,,,
CancerWallonia,4/14/2018 13:45,1,0,"SATURDAY : Room S106 # AACR18 Cancer Prevention and Early Diagnosis in Low- and Middle-Income Countries (LMICs) (1:00 p.m – 3:00 p.m) 1:00 p.m. Introduction. Benjamin O. Anderson, Seattle, WA",,,#,9.85213E+17,https://twitter.com/CancerWallonia/status/985212540962639872,,,,,,
Clonegene,4/14/2018 13:45,2,2,Clonegene's Anti-TIGIT Monoclonal 13E7 # AACR18 http://ow.ly/9CFx30juxeJ,,,#,9.85213E+17,https://twitter.com/Clonegene/status/985212505537605637,,,,,,
