username,date,retweets,favorites,geo,mentions,hashtags,id,;permalink,,,
MyelomaTeacher,4/19/2015 7:45,0,0,,,# # # #,5.89757E+17,https://twitter.com/MyelomaTeacher/status/589756756764581889,,,
illumina,4/19/2015 7:45,0,2,,,#,5.89757E+17,https://twitter.com/illumina/status/589756638745137152,,,
DaleYuzuki,4/19/2015 7:44,0,1,,,#,5.89756E+17,https://twitter.com/DaleYuzuki/status/589756373153513472,,,
sofiamerajver,4/19/2015 7:43,0,1,,,#,5.89756E+17,https://twitter.com/sofiamerajver/status/589756236293345281,,,
LifeofaPhDStud,4/19/2015 7:43,2,5,,,# #,5.89756E+17,https://twitter.com/LifeofaPhDStud/status/589756230060609536,,,
DaleYuzuki,4/19/2015 7:43,3,0,,,#,5.89756E+17,https://twitter.com/DaleYuzuki/status/589756130051620865,,,
MyelomaTeacher,4/19/2015 7:42,0,0,,,# # # #,5.89756E+17,https://twitter.com/MyelomaTeacher/status/589756031380631552,,,
teamoncology,4/19/2015 7:42,2,2,,@,#,5.89756E+17,https://twitter.com/teamoncology/status/589755849351933952,,,
DaleYuzuki,4/19/2015 7:41,0,0,,,#,5.89756E+17,https://twitter.com/DaleYuzuki/status/589755792817053696,,,
teamoncology,4/19/2015 7:41,0,1,,,#,5.89756E+17,https://twitter.com/teamoncology/status/589755778388525056,,,
Fpicardo86,4/19/2015 7:41,0,1,,,#,5.89756E+17,https://twitter.com/Fpicardo86/status/589755680178843648,,,
sofiamerajver,4/19/2015 7:41,1,1,,,#,5.89756E+17,https://twitter.com/sofiamerajver/status/589755664559382528,,,
DaleYuzuki,4/19/2015 7:40,0,0,,,#,5.89755E+17,https://twitter.com/DaleYuzuki/status/589755456794529792,,,
Merck,4/19/2015 7:40,4,4,,@,#,5.89755E+17,https://twitter.com/Merck/status/589755365643943936,,,
AACR,4/19/2015 7:40,6,4,,,# #,5.89755E+17,https://twitter.com/AACR/status/589755337185619968,,,
DaleYuzuki,4/19/2015 7:39,0,0,,,# #,5.89755E+17,https://twitter.com/DaleYuzuki/status/589755174941552640,,,
DaleYuzuki,4/19/2015 7:37,0,1,,,# #,5.89755E+17,https://twitter.com/DaleYuzuki/status/589754776704913408,,,
MarijnvanJaarsv,4/19/2015 7:36,0,0,,,# # #,5.89754E+17,https://twitter.com/MarijnvanJaarsv/status/589754428254789632,,,
DaleYuzuki,4/19/2015 7:35,1,0,,,#,5.89754E+17,https://twitter.com/DaleYuzuki/status/589754234700169216,,,
Dena_TruHealth,4/19/2015 7:34,2,0,,@ @,#24 # #,5.89754E+17,https://twitter.com/Dena_TruHealth/status/589754040650752000,,,
DaleYuzuki,4/19/2015 7:34,1,0,,,#,5.89754E+17,https://twitter.com/DaleYuzuki/status/589753852599087107,,,
jamienholloway,4/19/2015 7:34,0,0,,,# # #,5.89754E+17,https://twitter.com/jamienholloway/status/589753820919521280,,,
MyelomaTeacher,4/19/2015 7:33,1,1,,@ @,# # # #,5.89754E+17,https://twitter.com/MyelomaTeacher/status/589753779601416192,,,
sofiamerajver,4/19/2015 7:33,0,0,,,#,5.89754E+17,https://twitter.com/sofiamerajver/status/589753767446327298,,,
kunalchaudharys,4/19/2015 7:33,0,0,,,# # # # # # #,5.89754E+17,https://twitter.com/kunalchaudharys/status/589753592292253696,,,
MarijnvanJaarsv,4/19/2015 7:32,1,0,,,# # # # #,5.89753E+17,https://twitter.com/MarijnvanJaarsv/status/589753380207222784,,,
CancerResearch,4/19/2015 7:30,0,0,,@,#,5.89753E+17,https://twitter.com/CancerResearch/status/589753012350017537,,,
Roche,4/19/2015 7:30,3,5,,,# #,5.89753E+17,https://twitter.com/Roche/status/589753011217530880,,,
DaleYuzuki,4/19/2015 7:30,1,0,,,#,5.89753E+17,https://twitter.com/DaleYuzuki/status/589752995631489024,,,
ventana,4/19/2015 7:30,2,1,,,# # #,5.89753E+17,https://twitter.com/ventana/status/589752909212033024,,,
arosenzweig19,4/19/2015 7:29,0,1,,,# #,5.89753E+17,https://twitter.com/arosenzweig19/status/589752688201568256,,,
DaleYuzuki,4/19/2015 7:29,1,0,,,#,5.89753E+17,https://twitter.com/DaleYuzuki/status/589752609856167937,,,
scientre,4/19/2015 7:28,3,4,,,#,5.89752E+17,https://twitter.com/scientre/status/589752444588032000,,,
byGeorgeJohnson,4/19/2015 7:27,0,1,,,#,5.89752E+17,https://twitter.com/byGeorgeJohnson/status/589752101481230337,,,
DaleYuzuki,4/19/2015 7:27,0,0,,,#,5.89752E+17,https://twitter.com/DaleYuzuki/status/589752099296149505,,,
sofiamerajver,4/19/2015 7:27,1,1,,,#,5.89752E+17,https://twitter.com/sofiamerajver/status/589752052101820416,,,
DaleYuzuki,4/19/2015 7:25,0,0,,,#,5.89752E+17,https://twitter.com/DaleYuzuki/status/589751566925766656,,,
sofiamerajver,4/19/2015 7:23,0,0,,,#,5.89751E+17,https://twitter.com/sofiamerajver/status/589751250251620352,,,
DaleYuzuki,4/19/2015 7:23,0,0,,,#,5.89751E+17,https://twitter.com/DaleYuzuki/status/589751241787473920,,,
Aiims1742,4/19/2015 7:22,0,7,,,# #,5.89751E+17,https://twitter.com/Aiims1742/status/589750964195823616,,,
jamienholloway,4/19/2015 7:22,0,0,,,# #,5.89751E+17,https://twitter.com/jamienholloway/status/589750933409685504,,,
DaleYuzuki,4/19/2015 7:22,0,0,,,#,5.89751E+17,https://twitter.com/DaleYuzuki/status/589750849028681731,,,
MarijnvanJaarsv,4/19/2015 7:21,0,0,,,# # # #,5.89751E+17,https://twitter.com/MarijnvanJaarsv/status/589750642685644800,,,
sofiamerajver,4/19/2015 7:20,1,1,,,#,5.8975E+17,https://twitter.com/sofiamerajver/status/589750317283155970,,,
DaleYuzuki,4/19/2015 7:19,0,0,,,#,5.8975E+17,https://twitter.com/DaleYuzuki/status/589750213079859200,,,
DaleYuzuki,4/19/2015 7:18,0,0,,,#,5.8975E+17,https://twitter.com/DaleYuzuki/status/589749967016882176,,,
MarijnvanJaarsv,4/19/2015 7:18,0,0,,,#,5.8975E+17,https://twitter.com/MarijnvanJaarsv/status/589749886767263745,,,
sofiamerajver,4/19/2015 7:17,0,0,,,#,5.8975E+17,https://twitter.com/sofiamerajver/status/589749649923133440,,,
AstraZenecaES,4/19/2015 7:16,1,0,,,#,5.89749E+17,https://twitter.com/AstraZenecaES/status/589749283164786688,,,
MaverickNY,4/19/2015 7:15,0,1,,@,#,5.89749E+17,https://twitter.com/MaverickNY/status/589749071465865217,,,
DaleYuzuki,4/19/2015 7:14,1,0,,,#,5.89749E+17,https://twitter.com/DaleYuzuki/status/589748787314298880,,,
CRUKresearch,4/19/2015 7:14,0,0,,@,#,5.89749E+17,https://twitter.com/CRUKresearch/status/589748784063590402,,,
DaleYuzuki,4/19/2015 7:12,0,0,,,#,5.89748E+17,https://twitter.com/DaleYuzuki/status/589748422338543616,,,
MarijnvanJaarsv,4/19/2015 7:11,0,0,,,#,5.89748E+17,https://twitter.com/MarijnvanJaarsv/status/589748174522347520,,,
DaleYuzuki,4/19/2015 7:10,1,0,,,#,5.89748E+17,https://twitter.com/DaleYuzuki/status/589748021296046081,,,
sofiamerajver,4/19/2015 7:10,0,0,,,# #,5.89748E+17,https://twitter.com/sofiamerajver/status/589747859781738497,,,
DADrewPhD,4/19/2015 7:10,0,0,,,#,5.89748E+17,https://twitter.com/DADrewPhD/status/589747845185609728,,,
DaleYuzuki,4/19/2015 7:09,1,0,,,#,5.89748E+17,https://twitter.com/DaleYuzuki/status/589747728445546496,,,
DaleYuzuki,4/19/2015 7:08,1,0,,,#,5.89747E+17,https://twitter.com/DaleYuzuki/status/589747345245478912,,,
cancerassassin1,4/19/2015 7:07,0,2,,,# #,5.89747E+17,https://twitter.com/cancerassassin1/status/589747129322725376,,,
sofiamerajver,4/19/2015 7:07,1,1,,,#,5.89747E+17,https://twitter.com/sofiamerajver/status/589747024024756224,,,
DaleYuzuki,4/19/2015 7:06,0,0,,,#,5.89747E+17,https://twitter.com/DaleYuzuki/status/589746958077681664,,,
wsliauw,4/19/2015 7:06,0,0,,,#,5.89747E+17,https://twitter.com/wsliauw/status/589746845250887680,,,
sofiamerajver,4/19/2015 7:05,0,0,,,#,5.89747E+17,https://twitter.com/sofiamerajver/status/589746666229620737,,,
cancerassassin1,4/19/2015 7:04,0,0,,@,# #,5.89746E+17,https://twitter.com/cancerassassin1/status/589746464638824448,,,
arosenzweig19,4/19/2015 7:04,0,2,,@UMCancerCenter,# # # #,5.89746E+17,https://twitter.com/arosenzweig19/status/589746453565857792,,,
JackWhelan,4/19/2015 7:04,0,3,,,# #,5.89746E+17,https://twitter.com/JackWhelan/status/589746347567411200,,,
jamienholloway,4/19/2015 7:04,0,0,,,# #,5.89746E+17,https://twitter.com/jamienholloway/status/589746274976542720,,,
DaleYuzuki,4/19/2015 7:03,0,0,,,#,5.89746E+17,https://twitter.com/DaleYuzuki/status/589746251593293825,,,
cancerassassin1,4/19/2015 7:03,0,0,,@,# #,5.89746E+17,https://twitter.com/cancerassassin1/status/589746229002764288,,,
sofiamerajver,4/19/2015 7:03,0,0,,,#,5.89746E+17,https://twitter.com/sofiamerajver/status/589746056700813313,,,
DaleYuzuki,4/19/2015 7:03,0,0,,,#,5.89746E+17,https://twitter.com/DaleYuzuki/status/589746022039040000,,,
DaleYuzuki,4/19/2015 7:02,0,0,,,#,5.89746E+17,https://twitter.com/DaleYuzuki/status/589745834704642048,,,
arosenzweig19,4/19/2015 7:02,0,3,,@ @,# #,5.89746E+17,https://twitter.com/arosenzweig19/status/589745806086971392,,,
BioWorld,4/19/2015 7:01,0,2,,,#,5.89746E+17,https://twitter.com/BioWorld/status/589745734586671105,,,
PCFnews,4/19/2015 7:00,0,1,,@,# # # # #,5.89745E+17,https://twitter.com/PCFnews/status/589745281299775488,,,
crownbioscience,4/19/2015 6:58,0,0,,@,#,5.89745E+17,https://twitter.com/crownbioscience/status/589744786220916736,,,
sofiamerajver,4/19/2015 6:51,0,0,,,#,5.89743E+17,https://twitter.com/sofiamerajver/status/589743196466503680,,,
pauldriscoll33,4/19/2015 6:47,0,0,,,#,5.89742E+17,https://twitter.com/pauldriscoll33/status/589742093532327936,,,
kowrzeszczynski,4/19/2015 6:35,0,0,,,#,5.89739E+17,https://twitter.com/kowrzeszczynski/status/589739195528306688,,,
sofiamerajver,4/19/2015 6:33,0,0,,,#,5.89738E+17,https://twitter.com/sofiamerajver/status/589738471851479040,,,
kowrzeszczynski,4/19/2015 6:31,0,0,,,#,5.89738E+17,https://twitter.com/kowrzeszczynski/status/589738087510646784,,,
BioMedCentral,4/19/2015 6:30,1,0,,@,# #,5.89738E+17,https://twitter.com/BioMedCentral/status/589737755514687488,,,
MichaelodwyerMD,4/19/2015 6:24,2,1,,,# # #,5.89736E+17,https://twitter.com/MichaelodwyerMD/status/589736295183814656,,,
Parsortix,4/19/2015 6:16,0,2,,@,#,5.89734E+17,https://twitter.com/Parsortix/status/589734409013743616,,,
cancerassassin1,4/19/2015 6:13,3,6,,@,# # # #,5.89734E+17,https://twitter.com/cancerassassin1/status/589733517828952064,,,
juliaskripkaser,4/19/2015 6:04,1,2,,,#,5.89731E+17,https://twitter.com/juliaskripkaser/status/589731257015083008,,,
Senology,4/19/2015 6:00,0,0,,@ @ @,#,5.8973E+17,https://twitter.com/Senology/status/589730327582666753,,,
cancerassassin1,4/19/2015 5:57,0,0,,@,#,5.89729E+17,https://twitter.com/cancerassassin1/status/589729450192941056,,,
DrugTargetRev,4/19/2015 5:29,0,0,,,# #,5.89722E+17,https://twitter.com/DrugTargetRev/status/589722421122465793,,,
DrugTargetRev,4/19/2015 5:15,0,0,,,#,5.89719E+17,https://twitter.com/DrugTargetRev/status/589718891204579328,,,
AstraZenecaES,4/19/2015 5:11,2,1,,,# #,5.89718E+17,https://twitter.com/AstraZenecaES/status/589717825083674624,,,
Biotech2050,4/19/2015 4:32,0,0,,,#,5.89708E+17,https://twitter.com/Biotech2050/status/589708153920565248,,,
AstraZenecaES,4/19/2015 4:31,2,1,,,# # #,5.89708E+17,https://twitter.com/AstraZenecaES/status/589707758619856897,,,
StressMarq,4/19/2015 4:05,0,0,,,# # #,5.89701E+17,https://twitter.com/StressMarq/status/589701298930483200,,,
AstraZenecaES,4/19/2015 4:01,1,0,,,# #,5.897E+17,https://twitter.com/AstraZenecaES/status/589700208881111040,,,
Kinexus1,4/19/2015 2:19,0,0,,,#,5.89675E+17,https://twitter.com/Kinexus1/status/589674693927555072,,,
KempinskiJKT,4/19/2015 2:18,1,0,,,# #,5.89674E+17,https://twitter.com/KempinskiJKT/status/589674332055408640,,,
goodcancernews,4/19/2015 1:44,0,0,,,#,5.89666E+17,https://twitter.com/goodcancernews/status/589665872253427712,,,
arjungupta25,4/19/2015 1:36,0,0,,@ @,#2259 #,5.89664E+17,https://twitter.com/arjungupta25/status/589663885734629376,,,
JeamesSailor,4/19/2015 0:32,1,2,,@ @ @,#,5.89648E+17,https://twitter.com/JeamesSailor/status/589647723508412417,,,
JExpMed,4/19/2015 0:15,0,0,,,#,5.89643E+17,https://twitter.com/JExpMed/status/589643486573551617,,,
JeamesSailor,4/19/2015 0:12,1,2,,@ @,# #,5.89643E+17,https://twitter.com/JeamesSailor/status/589642693237669888,,,
corrie_painter,4/19/2015 0:10,1,1,,@,#,5.89642E+17,https://twitter.com/corrie_painter/status/589642323367198720,,,
md_rogue,4/18/2015 23:56,0,0,,@ @,# # #,5.89639E+17,https://twitter.com/md_rogue/status/589638706857910273,,,
scienega,4/18/2015 23:45,1,1,,@,# #,5.89636E+17,https://twitter.com/scienega/status/589636022520127488,,,
corrie_painter,4/18/2015 23:37,1,2,,@ @,#,5.89634E+17,https://twitter.com/corrie_painter/status/589633840982990848,,,
CedricFeschotte,4/18/2015 23:35,6,7,,@,# #,5.89633E+17,https://twitter.com/CedricFeschotte/status/589633431014768640,,,
socialmediamond,4/18/2015 23:33,0,0,,,# #,5.89633E+17,https://twitter.com/socialmediamond/status/589632832215056384,,,
socialmediamond,4/18/2015 23:33,0,0,,,# #,5.89633E+17,https://twitter.com/socialmediamond/status/589632818201899008,,,
FLGenomics,4/18/2015 23:27,2,3,,@FrontLineCarl @,#,5.89631E+17,https://twitter.com/FLGenomics/status/589631438858891264,,,
emmajspaulding,4/18/2015 23:20,2,0,,,#,5.8963E+17,https://twitter.com/emmajspaulding/status/589629661430308864,,,
MyelomaTeacher,4/18/2015 23:17,1,2,,@,#,5.89629E+17,https://twitter.com/MyelomaTeacher/status/589628787299606528,,,
MyelomaTeacher,4/18/2015 23:14,0,1,,,# # # #,5.89628E+17,https://twitter.com/MyelomaTeacher/status/589628094807470080,,,
PhdMary,4/18/2015 23:11,0,0,,,#,5.89627E+17,https://twitter.com/PhdMary/status/589627344534556672,,,
FlipTheClinic,4/18/2015 22:44,2,0,,@ @,# # # #,5.89621E+17,https://twitter.com/FlipTheClinic/status/589620541826408448,,,
DrMisialek,4/18/2015 22:39,2,2,,@ @ @,# #,5.89619E+17,https://twitter.com/DrMisialek/status/589619417803259904,,,
ULMSAdviser,4/18/2015 22:18,1,0,,@ @,,5.89614E+17,https://twitter.com/ULMSAdviser/status/589614136402829312,,,
jasonlukemd,4/18/2015 22:10,0,0,,@ @,#,5.89612E+17,https://twitter.com/jasonlukemd/status/589612105088835584,,,
pjedrysik,4/18/2015 21:58,1,0,,,#,5.89609E+17,https://twitter.com/pjedrysik/status/589608877299236864,,,
jruddInformatic,4/18/2015 21:54,0,1,,@GWayQBS @,#,5.89608E+17,https://twitter.com/jruddInformatic/status/589607895639138304,,,
mauscaetano,4/18/2015 21:44,1,1,,,#,5.89605E+17,https://twitter.com/mauscaetano/status/589605448661213185,,,
activemotif,4/18/2015 21:40,1,1,,,# # #,5.89604E+17,https://twitter.com/activemotif/status/589604444813271040,,,
activemotif,4/18/2015 21:39,1,1,,@,# #,5.89604E+17,https://twitter.com/activemotif/status/589604138981425153,,,
MalakAbed,4/18/2015 21:28,4,6,,@,#,5.89601E+17,https://twitter.com/MalakAbed/status/589601402609135616,,,
socialmediamond,4/18/2015 21:25,1,0,,,# #,5.89601E+17,https://twitter.com/socialmediamond/status/589600594190536706,,,
mksin149,4/18/2015 21:15,1,0,,@ @ @,#,5.89598E+17,https://twitter.com/mksin149/status/589598155575992321,,,
mksin149,4/18/2015 21:12,1,1,,@ @ @ @,,5.89597E+17,https://twitter.com/mksin149/status/589597410898235393,,,
AnjeeDavis,4/18/2015 21:10,1,2,,@ @ @,#,5.89597E+17,https://twitter.com/AnjeeDavis/status/589597012955279361,,,
Lin_ling_88,4/18/2015 21:07,0,0,,,#,5.89596E+17,https://twitter.com/Lin_ling_88/status/589596164216987649,,,
CRUK_MI,4/18/2015 20:57,2,1,,,#,5.89594E+17,https://twitter.com/CRUK_MI/status/589593738420363264,,,
PiescheLab,4/18/2015 20:56,2,1,,,# # #,5.89593E+17,https://twitter.com/PiescheLab/status/589593388476932097,,,
Aiims1742,4/18/2015 20:55,2,2,,@ @,#,5.89593E+17,https://twitter.com/Aiims1742/status/589593136118308864,,,
nixon786,4/18/2015 20:55,0,0,,,#,5.89593E+17,https://twitter.com/nixon786/status/589593110369411072,,,
chemobrainfog,4/18/2015 20:52,45,39,,,#,5.89592E+17,https://twitter.com/chemobrainfog/status/589592271777112065,,,
doctortara,4/18/2015 20:51,0,1,,@,#,5.89592E+17,https://twitter.com/doctortara/status/589592047524261889,,,
chemobrainfog,4/18/2015 20:50,2,6,,,#,5.89592E+17,https://twitter.com/chemobrainfog/status/589591918910251009,,,
cancerassassin1,4/18/2015 20:50,0,0,,,# # #,5.89592E+17,https://twitter.com/cancerassassin1/status/589591770117312513,,,
cancerassassin1,4/18/2015 20:49,0,1,,@,# #,5.89592E+17,https://twitter.com/cancerassassin1/status/589591570745270272,,,
cancerassassin1,4/18/2015 20:48,0,0,,@ @,#,5.89591E+17,https://twitter.com/cancerassassin1/status/589591291626921985,,,
itenente,4/18/2015 20:48,0,0,,@ @,,5.89591E+17,https://twitter.com/itenente/status/589591258416422912,,,
chemobrainfog,4/18/2015 20:47,0,5,,,#,5.89591E+17,https://twitter.com/chemobrainfog/status/589591215059918848,,,
cancerassassin1,4/18/2015 20:47,0,0,,@ @,#,5.89591E+17,https://twitter.com/cancerassassin1/status/589591011569102848,,,
cancerassassin1,4/18/2015 20:44,1,2,,@,# # #,5.8959E+17,https://twitter.com/cancerassassin1/status/589590301943197696,,,
chemobrainfog,4/18/2015 20:44,0,3,,,# #,5.8959E+17,https://twitter.com/chemobrainfog/status/589590268191584256,,,
cancerassassin1,4/18/2015 20:35,0,0,,@,# #,5.89588E+17,https://twitter.com/cancerassassin1/status/589588014805946369,,,
chemobrainfog,4/18/2015 20:31,1,1,,,#,5.89587E+17,https://twitter.com/chemobrainfog/status/589587000191283200,,,
brianbrewer,4/18/2015 20:30,5,3,,@ @,#,5.89587E+17,https://twitter.com/brianbrewer/status/589586724600344576,,,
KimPolacek,4/18/2015 20:22,0,5,,,#,5.89585E+17,https://twitter.com/KimPolacek/status/589584850467827712,,,
Aiims1742,4/18/2015 20:21,1,1,,@,# #,5.89585E+17,https://twitter.com/Aiims1742/status/589584559030857728,,,
brianbrewer,4/18/2015 20:20,3,2,,,#,5.89584E+17,https://twitter.com/brianbrewer/status/589584332815261696,,,
chemobrainfog,4/18/2015 20:18,0,1,,,#,5.89584E+17,https://twitter.com/chemobrainfog/status/589583808615292929,,,
StephenJWillia2,4/18/2015 20:18,0,1,,@ @ @,# # #,5.89584E+17,https://twitter.com/StephenJWillia2/status/589583798985224192,,,
CancerResearch,4/18/2015 20:15,20,16,,,# #,5.89583E+17,https://twitter.com/CancerResearch/status/589583012863541248,,,
MyelomaTeacher,4/18/2015 20:13,0,1,,@ @,# # # #,5.89583E+17,https://twitter.com/MyelomaTeacher/status/589582656100249600,,,
gorskon,4/18/2015 20:12,0,0,,@ScienceBasedMedicine @,#,5.89582E+17,https://twitter.com/gorskon/status/589582232374804481,,,
brianbrewer,4/18/2015 20:08,0,2,,,#,5.89581E+17,https://twitter.com/brianbrewer/status/589581370172825600,,,
StressMarq,4/18/2015 20:05,1,0,,,#,5.8958E+17,https://twitter.com/StressMarq/status/589580443038679040,,,
KMarilyne,4/18/2015 20:03,0,0,,@,#,5.8958E+17,https://twitter.com/KMarilyne/status/589580054478348288,,,
cancerassassin1,4/18/2015 20:02,4,15,,@ @ @,# #,5.8958E+17,https://twitter.com/cancerassassin1/status/589579701888352257,,,
jleePSOC,4/18/2015 20:00,1,0,,,# #4 # # # #,5.89579E+17,https://twitter.com/jleePSOC/status/589579228796035073,,,
NCICRCHD,4/18/2015 20:00,1,0,,@,#,5.89579E+17,https://twitter.com/NCICRCHD/status/589579186207088640,,,
Rndubois,4/18/2015 19:58,0,2,,@,#,5.89579E+17,https://twitter.com/Rndubois/status/589578785386823680,,,
cancerassassin1,4/18/2015 19:55,0,0,,@ @ @ @,# #,5.89578E+17,https://twitter.com/cancerassassin1/status/589577989635051520,,,
cancerassassin1,4/18/2015 19:54,0,0,,@ @ @ @,#,5.89578E+17,https://twitter.com/cancerassassin1/status/589577780465139712,,,
vesriram,4/18/2015 19:52,0,0,,,#,5.89577E+17,https://twitter.com/vesriram/status/589577372892065794,,,
Mykalt45,4/18/2015 19:50,0,1,,,#,5.89577E+17,https://twitter.com/Mykalt45/status/589576877930512384,,,
Mykalt45,4/18/2015 19:49,0,1,,@,,5.89577E+17,https://twitter.com/Mykalt45/status/589576592298381312,,,
asharmaiisc,4/18/2015 19:49,0,0,,,#,5.89576E+17,https://twitter.com/asharmaiisc/status/589576417739964416,,,
weldeiry,4/18/2015 19:48,0,3,,,#,5.89576E+17,https://twitter.com/weldeiry/status/589576351289606146,,,
weldeiry,4/18/2015 19:48,1,2,,@,#,5.89576E+17,https://twitter.com/weldeiry/status/589576163741270016,,,
nzelfman,4/18/2015 19:38,0,0,,@,,5.89574E+17,https://twitter.com/nzelfman/status/589573872745230336,,,
cancerassassin1,4/18/2015 19:35,0,1,,@,#,5.89573E+17,https://twitter.com/cancerassassin1/status/589573096652308480,,,
cancerassassin1,4/18/2015 19:34,1,1,,@,# #,5.89573E+17,https://twitter.com/cancerassassin1/status/589572675833622529,,,
MarciALandsmann,4/18/2015 19:32,3,6,,,#,5.89572E+17,https://twitter.com/MarciALandsmann/status/589572228464906240,,,
NCIgenomics,4/18/2015 19:30,1,0,,@ @,# # #,5.89572E+17,https://twitter.com/NCIgenomics/status/589571764038082560,,,
cancerassassin1,4/18/2015 19:29,0,0,,@,#,5.89572E+17,https://twitter.com/cancerassassin1/status/589571532655058944,,,
nicolwatson,4/18/2015 19:29,0,1,,@Philadelphia,#,5.89572E+17,https://twitter.com/nicolwatson/status/589571506541322240,,,
sonika_chandra,4/18/2015 19:27,0,0,,@,,5.89571E+17,https://twitter.com/sonika_chandra/status/589571019603599360,,,
invivoantibody,4/18/2015 19:23,0,0,,,#1362 #,5.8957E+17,https://twitter.com/invivoantibody/status/589570031513645057,,,
TaTa_Wars,4/18/2015 19:19,0,0,,,#,5.89569E+17,https://twitter.com/TaTa_Wars/status/589568993415065600,,,
bchaneyRTP2,4/18/2015 19:15,0,1,,@ @,# # #2365,5.89568E+17,https://twitter.com/bchaneyRTP2/status/589567919283118080,,,
SoliloqVish,4/18/2015 19:04,0,0,,,# #,5.89565E+17,https://twitter.com/SoliloqVish/status/589565213512507393,,,
PCFnews,4/18/2015 19:04,1,0,,@ @,#,5.89565E+17,https://twitter.com/PCFnews/status/589565205815824384,,,
DrStelling,4/18/2015 18:57,0,1,,@ @,#,5.89563E+17,https://twitter.com/DrStelling/status/589563323793940481,,,
DrStelling,4/18/2015 18:55,0,0,,@ @,#,5.89563E+17,https://twitter.com/DrStelling/status/589563044960849920,,,
DrStelling,4/18/2015 18:54,0,0,,@ @,#,5.89563E+17,https://twitter.com/DrStelling/status/589562676956819457,,,
DrStelling,4/18/2015 18:53,0,2,,@ @,#,5.89562E+17,https://twitter.com/DrStelling/status/589562402833825792,,,
DrStelling,4/18/2015 18:52,0,0,,@ @,#,5.89562E+17,https://twitter.com/DrStelling/status/589562109232558081,,,
kanikas88662133,4/18/2015 18:52,0,0,,,#,5.89562E+17,https://twitter.com/kanikas88662133/status/589562054895398914,,,
Nikhilwagle,4/18/2015 18:51,0,1,,@,# #,5.89562E+17,https://twitter.com/Nikhilwagle/status/589561995160064001,,,
cbtadvisors,4/18/2015 18:49,0,0,,@,#,5.89561E+17,https://twitter.com/cbtadvisors/status/589561395064242176,,,
Nikhilwagle,4/18/2015 18:49,0,0,,@,#,5.89561E+17,https://twitter.com/Nikhilwagle/status/589561368774365184,,,
1stGenSTEM,4/18/2015 18:48,0,0,,@,# # # #,5.89561E+17,https://twitter.com/1stGenSTEM/status/589561103031611394,,,
HBCUSTEM,4/18/2015 18:48,0,0,,@,# # # #,5.89561E+17,https://twitter.com/HBCUSTEM/status/589561103027466241,,,
NSTNSorg,4/18/2015 18:48,0,0,,@,# # # #,5.89561E+17,https://twitter.com/NSTNSorg/status/589561102964494336,,,
HeyDrWilson,4/18/2015 18:48,0,0,,@,# # # #,5.89561E+17,https://twitter.com/HeyDrWilson/status/589561102758993923,,,
TapKadia,4/18/2015 18:46,8,6,,@,# # #,5.89561E+17,https://twitter.com/TapKadia/status/589560753394479104,,,
MaverickNY,4/18/2015 18:46,0,1,,@ @,#,5.89561E+17,https://twitter.com/MaverickNY/status/589560609911496704,,,
jamienholloway,4/18/2015 18:45,0,0,,@,# #,5.8956E+17,https://twitter.com/jamienholloway/status/589560327160868865,,,
JeamesSailor,4/18/2015 18:44,1,1,,@ @ @,#,5.8956E+17,https://twitter.com/JeamesSailor/status/589560267526299649,,,
sandrinemiller,4/18/2015 18:43,0,0,,@,#,5.8956E+17,https://twitter.com/sandrinemiller/status/589559809969672192,,,
ExploraBioLabs,4/18/2015 18:42,0,0,,,# # # # # #,5.8956E+17,https://twitter.com/ExploraBioLabs/status/589559598597541888,,,
gorskon,4/18/2015 18:41,0,1,,,#,5.89559E+17,https://twitter.com/gorskon/status/589559380347133952,,,
anna_mazza,4/18/2015 18:41,0,0,,,#,5.89559E+17,https://twitter.com/anna_mazza/status/589559316207767552,,,
MaverickNY,4/18/2015 18:41,0,1,,@,#,5.89559E+17,https://twitter.com/MaverickNY/status/589559305336180736,,,
MaverickNY,4/18/2015 18:40,0,3,,@,#,5.89559E+17,https://twitter.com/MaverickNY/status/589559075115032576,,,
MyelomaTeacher,4/18/2015 18:37,0,1,,@,# # # # #,5.89558E+17,https://twitter.com/MyelomaTeacher/status/589558354139357184,,,
teamoncology,4/18/2015 18:36,0,0,,,#,5.89558E+17,https://twitter.com/teamoncology/status/589558187688243201,,,
ReagencyChem,4/18/2015 18:33,0,0,,,#,5.89558E+17,https://twitter.com/ReagencyChem/status/589557503416926208,,,
BBartes,4/18/2015 18:33,0,1," advocates and colleagues""""",,@,#,5.89557E+17,https://twitter.com/BBartes/status/589557283467694081,,
BBartes,4/18/2015 18:32,14,10,,@,#,5.89557E+17,https://twitter.com/BBartes/status/589557029905293313,,,
JeamesSailor,4/18/2015 18:31,1,1,,@ @,# # #,5.89557E+17,https://twitter.com/JeamesSailor/status/589556816855576576,,,
Carpowich,4/18/2015 18:30,1,1,,@ @ @,#,5.89557E+17,https://twitter.com/Carpowich/status/589556645639942144,,,
STEMCELLTech,4/18/2015 18:30,3,4,,,# #,5.89557E+17,https://twitter.com/STEMCELLTech/status/589556617856872449,,,
jamesian,4/18/2015 18:29,0,0,,@ @,# #,5.89556E+17,https://twitter.com/jamesian/status/589556412293877760,,,
teamoncology,4/18/2015 18:28,0,0,,,#,5.89556E+17,https://twitter.com/teamoncology/status/589556204449308672,,,
